ID,Project,Website,Collection,Product,Short_Name,Description,Access,Notebook,Format,Category,Start,End,Region,Coordinate,Spatial Resolution,Temporal Resolution,Released,Polygon,Variables,DOI,Theme1,Theme2,Theme3,EO_Missions,Consortium
490,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201310 for tugela,GPM+SM2A-201310 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20131001_20131031.nc,,NetCDF,HR,2013/10/01,2013/10/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
491,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201311 for tugela,GPM+SM2A-201311 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20131101_20131130.nc,,NetCDF,HR,2013/11/01,2013/11/30,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
492,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201312 for tugela,GPM+SM2A-201312 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20131201_20131231.nc,,NetCDF,HR,2013/12/01,2013/12/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
493,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201401 for tugela,GPM+SM2A-201401 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20140101_20140131.nc,,NetCDF,HR,2014/01/01,2014/01/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
494,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201402 for tugela,GPM+SM2A-201402 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20140201_20140228.nc,,NetCDF,HR,2014/02/01,2014/02/28,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
495,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201403 for tugela,GPM+SM2A-201403 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20140301_20140331.nc,,NetCDF,HR,2014/03/01,2014/03/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
496,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201404 for tugela,GPM+SM2A-201404 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20140401_20140430.nc,,NetCDF,HR,2014/04/01,2014/04/30,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
497,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201405 for tugela,GPM+SM2A-201405 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20140501_20140531.nc,,NetCDF,HR,2014/05/01,2014/05/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
498,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201406 for tugela,GPM+SM2A-201406 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20140601_20140630.nc,,NetCDF,HR,2014/06/01,2014/06/30,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
499,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201407 for tugela,GPM+SM2A-201407 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20140701_20140731.nc,,NetCDF,HR,2014/07/01,2014/07/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
500,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201408 for tugela,GPM+SM2A-201408 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20140801_20140831.nc,,NetCDF,HR,2014/08/01,2014/08/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
501,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201409 for tugela,GPM+SM2A-201409 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20140901_20140930.nc,,NetCDF,HR,2014/09/01,2014/09/30,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
502,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201410 for tugela,GPM+SM2A-201410 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20141001_20141031.nc,,NetCDF,HR,2014/10/01,2014/10/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
503,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201411 for tugela,GPM+SM2A-201411 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20141101_20141130.nc,,NetCDF,HR,2014/11/01,2014/11/30,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
504,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201412 for tugela,GPM+SM2A-201412 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20141201_20141231.nc,,NetCDF,HR,2014/12/01,2014/12/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
505,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201501 for tugela,GPM+SM2A-201501 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20150101_20150131.nc,,NetCDF,HR,2015/01/01,2015/01/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
506,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201502 for tugela,GPM+SM2A-201502 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20150201_20150228.nc,,NetCDF,HR,2015/02/01,2015/02/28,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
507,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201503 for tugela,GPM+SM2A-201503 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20150301_20150331.nc,,NetCDF,HR,2015/03/01,2015/03/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
508,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201504 for tugela,GPM+SM2A-201504 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20150401_20150430.nc,,NetCDF,HR,2015/04/01,2015/04/30,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
509,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201505 for tugela,GPM+SM2A-201505 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20150501_20150531.nc,,NetCDF,HR,2015/05/01,2015/05/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
510,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201506 for tugela,GPM+SM2A-201506 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20150601_20150630.nc,,NetCDF,HR,2015/06/01,2015/06/30,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
511,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201507 for tugela,GPM+SM2A-201507 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20150701_20150731.nc,,NetCDF,HR,2015/07/01,2015/07/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
512,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201508 for tugela,GPM+SM2A-201508 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20150801_20150831.nc,,NetCDF,HR,2015/08/01,2015/08/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
513,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201509 for tugela,GPM+SM2A-201509 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20150901_20150930.nc,,NetCDF,HR,2015/09/01,2015/09/30,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
514,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201510 for tugela,GPM+SM2A-201510 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20151001_20151031.nc,,NetCDF,HR,2015/10/01,2015/10/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
515,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201511 for tugela,GPM+SM2A-201511 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20151101_20151130.nc,,NetCDF,HR,2015/11/01,2015/11/30,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
516,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: ERA5+SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201512 for tugela,GPM+SM2A-201512 TU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Tugela basin. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_tugela_0p0083deg_daily_20151201_20151231.nc,,NetCDF,HR,2015/12/01,2015/12/31,tugela,wgs84,1 km,d,2023,"[[[28,-30],[32,-30],[32,-27],[28,-27],[28,-30]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
